title,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Beautiful Oblivion (feat. IDK),0.206,https://api.spotify.com/v1/audio-analysis/0ruhQupkyGoUxmsExWXEoa,The Neighbourhood,0.484,263360,0.492,0ruhQupkyGoUxmsExWXEoa,0.00705,1,0.344,-8.656,1,0.319,97.518,4,https://api.spotify.com/v1/tracks/0ruhQupkyGoUxmsExWXEoa,audio_features,spotify:track:0ruhQupkyGoUxmsExWXEoa,0.244
Absinthe,0.00927,https://api.spotify.com/v1/audio-analysis/4hs2FbesB8qo6H5Berbikd,I DONT KNOW HOW BUT THEY FOUND ME,0.608,183653,0.845,4hs2FbesB8qo6H5Berbikd,1.34e-05,9,0.332,-4.938,0,0.0641,123.991,3,https://api.spotify.com/v1/tracks/4hs2FbesB8qo6H5Berbikd,audio_features,spotify:track:4hs2FbesB8qo6H5Berbikd,0.518
Waiting on the Warmth,0.0124,https://api.spotify.com/v1/audio-analysis/3MpQmlvbOEhhvMHsUi9G8J,MorMor,0.741,268982,0.628,3MpQmlvbOEhhvMHsUi9G8J,0.0793,7,0.166,-7.034,0,0.0291,109.999,4,https://api.spotify.com/v1/tracks/3MpQmlvbOEhhvMHsUi9G8J,audio_features,spotify:track:3MpQmlvbOEhhvMHsUi9G8J,0.621
Whatever Comes to Mind,0.579,https://api.spotify.com/v1/audio-analysis/0ntyYV99MFp7f7MGZlwYj4,MorMor,0.542,249305,0.468,0ntyYV99MFp7f7MGZlwYj4,0.104,10,0.112,-7.796,1,0.0265,130.829,4,https://api.spotify.com/v1/tracks/0ntyYV99MFp7f7MGZlwYj4,audio_features,spotify:track:0ntyYV99MFp7f7MGZlwYj4,0.252
Tell Me Why,0.00241,https://api.spotify.com/v1/audio-analysis/3IIsoRI7huCtWV0z9dezxO,Various Artists,0.555,172613,0.909,3IIsoRI7huCtWV0z9dezxO,0.000114,6,0.229,-7.484,0,0.0773,128.97,4,https://api.spotify.com/v1/tracks/3IIsoRI7huCtWV0z9dezxO,audio_features,spotify:track:3IIsoRI7huCtWV0z9dezxO,0.653
Yada Yada,0.0689,https://api.spotify.com/v1/audio-analysis/13UTQPeYjMFgalnk6rQ8sM,Anderson .Paak,0.653,207687,0.55,13UTQPeYjMFgalnk6rQ8sM,1.94e-05,6,0.492,-8.065,0,0.0869,92.165,4,https://api.spotify.com/v1/tracks/13UTQPeYjMFgalnk6rQ8sM,audio_features,spotify:track:13UTQPeYjMFgalnk6rQ8sM,0.359
ave cesaria,0.133,https://api.spotify.com/v1/audio-analysis/2Uugebngy45ics7E423UY3,Stromae,0.718,249520,0.655,2Uugebngy45ics7E423UY3,1.87e-06,11,0.229,-8.252,0,0.214,112.968,4,https://api.spotify.com/v1/tracks/2Uugebngy45ics7E423UY3,audio_features,spotify:track:2Uugebngy45ics7E423UY3,0.394
Living on Video,0.000191,https://api.spotify.com/v1/audio-analysis/24KBG3733Bdb66LSoTThpn,Pakito,0.666,336040,0.849,24KBG3733Bdb66LSoTThpn,0.712,7,0.547,-6.11,1,0.037,131.014,4,https://api.spotify.com/v1/tracks/24KBG3733Bdb66LSoTThpn,audio_features,spotify:track:24KBG3733Bdb66LSoTThpn,0.286
Shea Butter Baby (with J. Cole),0.134,https://api.spotify.com/v1/audio-analysis/1CVAENDG5VY05pEHh0ViXL,Ari Lennox,0.702,210590,0.614,1CVAENDG5VY05pEHh0ViXL,0.00391,0,0.173,-4.385,1,0.0786,155.173,4,https://api.spotify.com/v1/tracks/1CVAENDG5VY05pEHh0ViXL,audio_features,spotify:track:1CVAENDG5VY05pEHh0ViXL,0.047
Payback,0.129,https://api.spotify.com/v1/audio-analysis/0UDVMvCdkiUUlhexSbwIK7,Delete,0.552,196500,0.929,0UDVMvCdkiUUlhexSbwIK7,0.000363,1,0.706,-1.625,1,0.545,159.72,4,https://api.spotify.com/v1/tracks/0UDVMvCdkiUUlhexSbwIK7,audio_features,spotify:track:0UDVMvCdkiUUlhexSbwIK7,0.173
Weight of Love,0.03,https://api.spotify.com/v1/audio-analysis/3xMQOd1C3TXsjQ3pmzOmkC,The Black Keys,0.282,410187,0.547,3xMQOd1C3TXsjQ3pmzOmkC,0.888,2,0.104,-8.621,1,0.0322,151.468,4,https://api.spotify.com/v1/tracks/3xMQOd1C3TXsjQ3pmzOmkC,audio_features,spotify:track:3xMQOd1C3TXsjQ3pmzOmkC,0.133
505,0.00287,https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp,Arctic Monkeys,0.526,253587,0.866,0BxE4FqsDD1Ot4YuBXwAPp,7.78e-05,0,0.0945,-5.822,1,0.0568,140.266,4,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,audio_features,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,0.248
Chop Chop Chop,0.203,https://api.spotify.com/v1/audio-analysis/1nycE6YlxjlIkvgjb6plsJ,Action Bronson,0.531,246562,0.492,1nycE6YlxjlIkvgjb6plsJ,0.0,8,0.321,-8.873,1,0.247,132.253,4,https://api.spotify.com/v1/tracks/1nycE6YlxjlIkvgjb6plsJ,audio_features,spotify:track:1nycE6YlxjlIkvgjb6plsJ,0.611
IGOR'S THEME,0.00559,https://api.spotify.com/v1/audio-analysis/51RN0kzWd7xeR4th5HsEtW,"Tyler, The Creator",0.467,200693,0.672,51RN0kzWd7xeR4th5HsEtW,0.243,10,0.607,-7.371,0,0.377,163.1,4,https://api.spotify.com/v1/tracks/51RN0kzWd7xeR4th5HsEtW,audio_features,spotify:track:51RN0kzWd7xeR4th5HsEtW,0.0648
Stop The World I Wanna Get Off With You,0.0537,https://api.spotify.com/v1/audio-analysis/2QUlMbvD9bL8wHqfsoqoet,Arctic Monkeys,0.661,191040,0.73,2QUlMbvD9bL8wHqfsoqoet,3.44e-05,6,0.14,-6.779,0,0.0574,95.027,4,https://api.spotify.com/v1/tracks/2QUlMbvD9bL8wHqfsoqoet,audio_features,spotify:track:2QUlMbvD9bL8wHqfsoqoet,0.53
Never in My Wildest Dreams,0.315,https://api.spotify.com/v1/audio-analysis/3MJov5mT64K42o1Rffhblq,Dan Auerbach,0.559,176027,0.466,3MJov5mT64K42o1Rffhblq,0.0039,5,0.0933,-6.769,1,0.0362,117.21,4,https://api.spotify.com/v1/tracks/3MJov5mT64K42o1Rffhblq,audio_features,spotify:track:3MJov5mT64K42o1Rffhblq,0.623
Never Gonna Give You Up,0.349,https://api.spotify.com/v1/audio-analysis/3m9AT8xOuoSxV2rMU7K9Y0,The Black Keys,0.476,218947,0.67,3m9AT8xOuoSxV2rMU7K9Y0,0.000152,6,0.139,-6.163,0,0.0387,75.57,4,https://api.spotify.com/v1/tracks/3m9AT8xOuoSxV2rMU7K9Y0,audio_features,spotify:track:3m9AT8xOuoSxV2rMU7K9Y0,0.357
Cigarettes,0.032,https://api.spotify.com/v1/audio-analysis/4ywIrrFcXcD8DTn3EuGYxd,Tash Sultana,0.557,322716,0.753,4ywIrrFcXcD8DTn3EuGYxd,6.86e-05,11,0.0598,-5.052,0,0.233,158.023,4,https://api.spotify.com/v1/tracks/4ywIrrFcXcD8DTn3EuGYxd,audio_features,spotify:track:4ywIrrFcXcD8DTn3EuGYxd,0.562
I Just Wanna Live,0.0144,https://api.spotify.com/v1/audio-analysis/5TjwiYZVMHVrGvRzbeCaV7,Good Charlotte,0.803,166053,0.83,5TjwiYZVMHVrGvRzbeCaV7,0.0,10,0.103,-4.636,0,0.0356,111.033,4,https://api.spotify.com/v1/tracks/5TjwiYZVMHVrGvRzbeCaV7,audio_features,spotify:track:5TjwiYZVMHVrGvRzbeCaV7,0.935
Verdigris,0.0344,https://api.spotify.com/v1/audio-analysis/0praNEF55GE8iZca1tC8BM,Gus Dapperton,0.612,221633,0.724,0praNEF55GE8iZca1tC8BM,0.000919,11,0.0876,-6.131,1,0.0327,98.048,4,https://api.spotify.com/v1/tracks/0praNEF55GE8iZca1tC8BM,audio_features,spotify:track:0praNEF55GE8iZca1tC8BM,0.907
Pink Moon,0.539,https://api.spotify.com/v1/audio-analysis/1FGrw8CHZlMcMWzck3oCng,Tash Sultana,0.28,410998,0.297,1FGrw8CHZlMcMWzck3oCng,0.000487,3,0.18,-9.355,0,0.0308,86.936,4,https://api.spotify.com/v1/tracks/1FGrw8CHZlMcMWzck3oCng,audio_features,spotify:track:1FGrw8CHZlMcMWzck3oCng,0.135
Harvest Love,0.314,https://api.spotify.com/v1/audio-analysis/1ErxveD3SbK3TVJwMhvUib,Tash Sultana,0.276,365929,0.251,1ErxveD3SbK3TVJwMhvUib,6.05e-06,2,0.122,-9.078,1,0.0295,95.705,4,https://api.spotify.com/v1/tracks/1ErxveD3SbK3TVJwMhvUib,audio_features,spotify:track:1ErxveD3SbK3TVJwMhvUib,0.18
Sockboy,0.109,https://api.spotify.com/v1/audio-analysis/3mJcEwAZ7GgPmppR6LvAdp,Gus Dapperton,0.651,247029,0.719,3mJcEwAZ7GgPmppR6LvAdp,0.0,6,0.129,-3.38,0,0.0334,117.01,4,https://api.spotify.com/v1/tracks/3mJcEwAZ7GgPmppR6LvAdp,audio_features,spotify:track:3mJcEwAZ7GgPmppR6LvAdp,0.4
What Goes Around.../...Comes Around (Interlude),0.131,https://api.spotify.com/v1/audio-analysis/4ZrEjG3Vef85NTve8ptC9Q,Justin Timberlake,0.685,448533,0.723,4ZrEjG3Vef85NTve8ptC9Q,0.000935,7,0.592,-4.791,1,0.176,75.995,4,https://api.spotify.com/v1/tracks/4ZrEjG3Vef85NTve8ptC9Q,audio_features,spotify:track:4ZrEjG3Vef85NTve8ptC9Q,0.385
Mother,0.003,https://api.spotify.com/v1/audio-analysis/0Rzhp7yczZfx4LuMM2wDcL,The Amazons,0.425,286240,0.878,0Rzhp7yczZfx4LuMM2wDcL,0.221,2,0.597,-5.799,0,0.057,79.509,4,https://api.spotify.com/v1/tracks/0Rzhp7yczZfx4LuMM2wDcL,audio_features,spotify:track:0Rzhp7yczZfx4LuMM2wDcL,0.414
Black Magic,6.51e-05,https://api.spotify.com/v1/audio-analysis/243b3t0P416vtdmxRllHEV,The Amazons,0.375,271560,0.777,243b3t0P416vtdmxRllHEV,0.00186,10,0.153,-3.92,0,0.0407,114.968,4,https://api.spotify.com/v1/tracks/243b3t0P416vtdmxRllHEV,audio_features,spotify:track:243b3t0P416vtdmxRllHEV,0.48
Sweet Talk,0.0392,https://api.spotify.com/v1/audio-analysis/6kcHg7XL6SKyPNd78daRBL,Saint Motel,0.67,192040,0.843,6kcHg7XL6SKyPNd78daRBL,0.0,1,0.225,-4.311,1,0.0454,117.01,4,https://api.spotify.com/v1/tracks/6kcHg7XL6SKyPNd78daRBL,audio_features,spotify:track:6kcHg7XL6SKyPNd78daRBL,0.713
You're Gonna Break My Heart Tonight,0.784,https://api.spotify.com/v1/audio-analysis/5y9b65dSxULwCiQRLgzO21,Tom Odell,0.287,278766,0.292,5y9b65dSxULwCiQRLgzO21,0.000723,5,0.0879,-8.32,0,0.028,86.736,4,https://api.spotify.com/v1/tracks/5y9b65dSxULwCiQRLgzO21,audio_features,spotify:track:5y9b65dSxULwCiQRLgzO21,0.142
Sepia,0.0281,https://api.spotify.com/v1/audio-analysis/7quQkjpr4MPFoq09qc1pg6,Plan B,0.573,267480,0.741,7quQkjpr4MPFoq09qc1pg6,0.00251,0,0.115,-5.903,1,0.0471,104.975,4,https://api.spotify.com/v1/tracks/7quQkjpr4MPFoq09qc1pg6,audio_features,spotify:track:7quQkjpr4MPFoq09qc1pg6,0.0977
Living On Video,9.02e-05,https://api.spotify.com/v1/audio-analysis/05oQbS7bsGzTU1dkkVWiX2,Pakito,0.612,190147,0.858,05oQbS7bsGzTU1dkkVWiX2,0.00173,6,0.419,-6.906,0,0.0327,130.945,4,https://api.spotify.com/v1/tracks/05oQbS7bsGzTU1dkkVWiX2,audio_features,spotify:track:05oQbS7bsGzTU1dkkVWiX2,0.408
Bloodsport '15,0.0206,https://api.spotify.com/v1/audio-analysis/2tZnaXqheBRWXnYwRFE8Ey,Raleigh Ritchie,0.596,257933,0.56,2tZnaXqheBRWXnYwRFE8Ey,0.0,6,0.0932,-6.257,0,0.062,92.4,4,https://api.spotify.com/v1/tracks/2tZnaXqheBRWXnYwRFE8Ey,audio_features,spotify:track:2tZnaXqheBRWXnYwRFE8Ey,0.378
